,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,PTV
5093,60 Eagle Road Armstrong Creek VIC 3217,480.0,"[-38.2402043, 144.3725239]",4,2,2,House,Armstrong Real Estate,3217,"[629.75517583, 1183.82826715, 1595.67895919]"
5094,8 Winton Street Charlemont VIC 3217,480.0,"[-38.209716, 144.364502]",4,2,2,House,McGrath Geelong | Newtown,3217,"[1459.02288899, 1462.4468932, 1471.2220367]"
5095,36 Middleton Road Armstrong Creek VIC 3217,500.0,"[-38.2410483, 144.34695]",4,2,2,House,Barry Plant - Geelong,3217,"[1173.31660334, 1259.76921455, 1348.73278904]"
5096,1 Alpina Avenue Mount Duneed VIC 3217,450.0,"[-38.2176852, 144.3331111]",3,2,2,House,Gartland,3217,"[493.60569217, 513.63770044, 883.51296799]"
5097,35 Portrush Loop Armstrong Creek VIC 3217,480.0,"[-38.2429496, 144.3410148]",4,2,2,House,Armstrong Real Estate,3217,"[692.35838869, 925.25158098, 1067.60732266]"
5098,8 Beekeeper Road Armstrong Creek VIC 3217,440.0,"[-38.2340328, 144.3745822]",3,2,1,House,Hayeswinckle Drysdale,3217,"[490.98533328, 526.82296245, 955.01769817]"
5099,12 Plenty Walk Mount Duneed VIC 3217,435.0,"[-38.2182331, 144.3260547]",3,2,2,Townhouse,Armstrong Real Estate,3217,"[1104.19098968, 1126.73873136, 1198.04257285]"
5100,17 Trinity Way Armstrong Creek VIC 3217,450.0,"[-38.2331057, 144.3707806]",3,2,2,House,Armstrong Real Estate,3217,"[428.23269862, 803.74096589, 816.13537184]"
5101,15 Chucklecreek Lane Armstrong Creek VIC 3217,480.0,"[-38.23396470000001, 144.3739201]",4,2,2,House,Armstrong Real Estate,3217,"[503.76010471, 538.72281837, 931.02089287]"
5102,28 McArthur Crescent Armstrong Creek VIC 3217,460.0,"[-38.2405551, 144.3806681]",3,2,2,House,Armstrong Real Estate,3217,"[421.20258774, 1410.11935541, 1831.30005474]"
5103,6 Silky Oak Lane Armstrong Creek VIC 3217,460.0,"[-38.23608730000001, 144.3756074]",4,2,2,House,Armstrong Real Estate,3217,"[284.92882065, 771.65720612, 1199.76181173]"
5104,9 Aaron Street Armstrong Creek VIC 3217,500.0,"[-38.2222989, 144.3535013]",4,2,1,House,Armstrong Real Estate,3217,"[1467.56759011, 1495.35623323, 1519.61185288]"
5105,90 Coastside Drive Armstrong Creek VIC 3217,495.0,"[-38.2423154, 144.3421726]",3,2,2,House,Buxton Geelong East Pty Ltd,3217,"[771.31902037, 1048.63625589, 1061.10210595]"
5106,317 Boundary Road Mount Duneed VIC 3217,575.0,"[-38.2195414, 144.3374481]",4,2,2,House,Ray White Geelong,3217,"[388.88360889, 393.75040625, 630.21988995]"
5107,42 Swanburra Drive Charlemont VIC 3217,495.0,"[-38.211779, 144.3627509]",4,2,2,House,Ray White Highton,3217,"[1581.94785682, 1587.43201433, 1591.84143375]"
5108,33 Hedge Street Armstrong Creek VIC 3217,530.0,"[-38.235769, 144.3507017]",4,2,2,House,Ray White Geelong,3217,"[1364.45830322, 1402.1590925, 1423.85212462]"
5109,12 Arya Way Charlemont VIC 3217,490.0,"[-38.2162637, 144.3590353]",3,2,1,House,Avenue Five,3217,"[1503.18584767, 1785.00733392, 1810.59251058]"
5110,11 Maskell Court Fyansford VIC 3218,480.0,"[-38.1379709, 144.3142905]",3,2,1,House,Hodges Geelong,3218,"[357.19925459, 1226.04533019, 1343.16858081]"
5111,36 McDougall Street Geelong West VIC 3218,460.0,"[-38.1372307, 144.339435]",2,1,1,House,Hodges Geelong,3218,"[265.81006426, 293.20870314, 428.93156829]"
5112,1/3 Colville Court Herne Hill VIC 3218,380.0,"[-38.1313207, 144.3263322]",2,1,1,Apartment / Unit / Flat,Hodges Geelong,3218,"[307.45934217, 321.99490384, 539.97001737]"
5113,6/48 Gordon Avenue Geelong West VIC 3218,450.0,"[-38.1436838, 144.3484725]",2,1,1,Apartment / Unit / Flat,Hodges Geelong,3218,"[59.19463744, 143.13615051, 159.34080127]"
5114,9/50 Bowlers Avenue Geelong West VIC 3218,450.0,"[-38.1434927, 144.346459]",1,1,1,Apartment / Unit / Flat,Hodges Geelong,3218,"[61.89936112, 121.05266749, 161.23270679]"
5115,4 Wellington Street Geelong West VIC 3218,0.0,"[-38.1384549, 144.3530138]",2,1,1,House,Hodges Geelong,3218,"[138.54684009, 144.12168971, 371.0858527]"
5116,45 Clarence Street Geelong West VIC 3218,550.0,"[-38.1395417, 144.3443026]",3,1,2,House,Hodges Geelong,3218,"[334.71695174, 350.28668452, 355.95393033]"
5117,32a Elizabeth Street Geelong West VIC 3218,700.0,"[-38.1394352, 144.3402851]",1,1,0,Apartment / Unit / Flat,Hodges Geelong,3218,"[291.160797, 301.83827601, 332.4456539]"
5118,32 Elizabeth Street Geelong West VIC 3218,700.0,"[-38.1394352, 144.3402851]",1,1,0,Apartment / Unit / Flat,Hodges Geelong,3218,"[291.160797, 301.83827601, 332.4456539]"
5119,1/6 Ann Street Geelong West VIC 3218,395.0,"[-38.1353085, 144.3424848]",2,1,1,House,Buxton Newtown,3218,"[450.56511054, 462.33725834, 499.88345798]"
5120,4 Murchison Court Herne Hill VIC 3218,400.0,"[-38.1380334, 144.3291884]",3,1,1,House,Prime Real Estate,3218,"[94.80937595, 165.61148191, 174.64775268]"
5121,1/2A Staverly Road Herne Hill VIC 3218,295.0,"[-38.1347445, 144.3282258]",1,1,1,Apartment / Unit / Flat,McGrath Geelong | Newtown,3218,"[234.5002844, 260.63095463, 330.9510096]"
5122,3/6 Collins Street Geelong West VIC 3218,550.0,"[-38.1361937, 144.348199]",3,3,2,Townhouse,Prime Real Estate,3218,"[94.51808406, 111.57594056, 184.30845126]"
5123,4 Knight Avenue Herne Hill VIC 3218,420.0,"[-38.1393497, 144.3270539]",3,1,2,House,Mayfield Real Estate,3218,"[256.09748292, 273.34067174, 314.02055495]"
5124,30 Knight Avenue Herne Hill VIC 3218,470.0,"[-38.1389903, 144.3247273]",3,1,1,House,Buxton Geelong North Pty Ltd,3218,"[463.0524245, 479.46058291, 495.59782107]"
5125,51 Candover Street Geelong West VIC 3218,590.0,"[-38.1411441, 144.3495762]",4,2,2,House,Ray White Geelong,3218,"[124.39534181, 211.98115005, 244.04777036]"
5126,1/59 Maurice Street Herne Hill VIC 3218,295.0,"[-38.1298842, 144.3262428]",2,1,1,Apartment / Unit / Flat,Buxton Newtown,3218,"[234.78671232, 266.52302308, 566.03637899]"
5127,7/8 Heytesbury Street Herne Hill VIC 3218,270.0,"[-38.1390284, 144.3216751]",1,1,1,Apartment / Unit / Flat,Mayfield Real Estate,3218,"[301.83809137, 728.99987446, 745.99028605]"
5128,4/113-115 Albert Street Geelong West VIC 3218,595.0,"[-38.1397752, 144.3385869]",3,2,2,Apartment / Unit / Flat,McGrath Geelong | Newtown,3218,"[225.86294617, 257.20221337, 275.50479024]"
5129,40 Shannon Avenue Geelong West VIC 3218,400.0,"[-38.1317969, 144.3383676]",4,1,2,House,Buxton Newtown,3218,"[33.63772916, 212.79508035, 308.80248409]"
5130,23 Maurice Street Herne Hill VIC 3218,400.0,"[-38.1293804, 144.3228277]",3,1,0,House,Ray White Highton,3218,"[274.00014043, 527.73473383, 563.9702075]"
5131,106/17 Halstead Place Geelong West VIC 3218,440.0,"[-38.1447142, 144.3486695]",2,1,1,Apartment / Unit / Flat,McGrath Geelong | Newtown,3218,"[103.44338934, 104.73255744, 149.68340543]"
5132,4/115 Pakington Street Geelong West VIC 3218,395.0,"[-38.1387023, 144.3484196]",2,1,1,Apartment / Unit / Flat,Buxton Newtown,3218,"[46.18897686, 77.58718232, 255.72123428]"
5133,9 Gertrude Street Geelong West VIC 3218,795.0,"[-38.1449175, 144.3465017]",4,2,3,House,Gartland,3218,"[88.44381546, 92.68891542, 196.33130455]"
5134,1/22 Emerald Street Geelong West VIC 3218,450.0,"[-38.1454731, 144.3512303]",2,2,1,Townhouse,Gartland,3218,"[143.83748562, 172.92804167, 174.80002205]"
5135,3/15 Addis Street Geelong West VIC 3218,350.0,"[-38.1447847, 144.337044]",1,1,1,Apartment / Unit / Flat,Buxton Newtown,3218,"[182.39046687, 206.00700238, 339.79597827]"
5136,4 Laira Street Geelong West VIC 3218,440.0,"[-38.1436103, 144.3418688]",2,1,1,House,Barry Plant - Geelong,3218,"[135.14754823, 147.12257726, 238.56501528]"
5137,65 Minerva Road Herne Hill VIC 3218,0.0,"[-38.1341861, 144.3308432]",3,1,2,House,Compton Green Geelong,3218,"[32.64080943, 73.49311422, 318.94888671]"
5138,11 Hilltop Street Herne Hill VIC 3218,450.0,"[-38.1376974, 144.3288469]",3,1,1,House,Buxton Geelong East Pty Ltd,3218,"[132.15973353, 170.51145742, 221.96906368]"
5139,3/37 Spring Street Geelong West VIC 3218,0.0,"[-38.144873, 144.3504163]",3,2,2,House,Compton Green Geelong,3218,"[85.32584532, 94.72602454, 155.00911985]"
5140,1/197 Church Street Manifold Heights VIC 3218,280.0,"[-38.1302923, 144.3340489]",1,1,1,Apartment / Unit / Flat,Barnett Real Estate,3218,"[380.27172188, 420.53498109, 427.89814337]"
5141,5/29 Knight Avenue Herne Hill VIC 3218,295.0,"[-38.13964970000001, 144.3246258]",1,1,1,Apartment / Unit / Flat,Buxton Highton,3218,"[468.66187705, 486.91563772, 513.76520694]"
5142,3/53 Isabella Street Geelong West VIC 3218,340.0,"[-38.133214, 144.3453741]",2,1,1,Apartment / Unit / Flat,Ray White Geelong,3218,"[178.87810003, 202.11402922, 265.65371769]"
5143,2/4 Waratah Street Geelong West VIC 3218,490.0,"[-38.1374784, 144.3455409]",3,2,2,Townhouse,Ray White Lara,3218,"[317.55944472, 340.21573945, 346.20974421]"
5144,14/10-12 Britannia Street Geelong West VIC 3218,500.0,"[-38.1346214, 144.348202]",3,2,1,Townhouse,Stockdale & Leggo South Barwon,3218,"[120.67681091, 138.49974989, 225.0435843]"
5145,49 Wellington Street Geelong West VIC 3218,420.0,"[-38.138341, 144.3494694]",3,1,1,House,Real Estate Geelong Pty Ltd,3218,"[119.60499446, 133.50220309, 207.26187687]"
5146,199A Autumn Street Geelong West VIC 3218,420.0,"[-38.1420772, 144.3386075]",2,1,1,Townhouse,McGrath Geelong | Newtown,3218,"[77.72095714, 92.13060298, 176.91102054]"
5147,21 Turkeith Avenue Herne Hill VIC 3218,395.0,"[-38.133576, 144.3288469]",3,1,2,House,Stockdale & Leggo South Barwon,3218,"[219.69742625, 228.50630427, 415.91972619]"
5148,62 Preston Street Geelong West VIC 3218,390.0,"[-38.1399275, 144.3497683]",3,1,2,House,Geelong Residential,3218,"[113.62161889, 142.35107203, 184.71777076]"
5149,185 Autumn Street Geelong West VIC 3218,430.0,"[-38.1422581, 144.3396485]",2,1,2,House,Buxton Newtown,3218,"[16.58775861, 33.94453792, 228.04271955]"
5150,5/111 Bellarine Hwy Newcomb VIC 3219,375.0,"[-38.17188050000001, 144.3973101]",2,1,1,House,Victoria Real Estate Agency Pty Ltd,3219,"[281.9927819, 587.69679477, 823.54446131]"
5151,3 Boyne Avenue East Geelong VIC 3219,560.0,"[-38.1600374, 144.3783413]",4,2,1,House,Hodges Geelong,3219,"[568.85159565, 576.75247005, 589.44762959]"
5152,1/31 Breakwater Road Thomson VIC 3219,460.0,"[-38.167071, 144.3727984]",3,2,2,House,McGrath Geelong | Newtown,3219,"[543.49768521, 733.11752806, 744.07596897]"
5153,17 Thorne Street East Geelong VIC 3219,590.0,"[-38.1545451, 144.3756501]",3,2,1,House,Buxton Geelong East Pty Ltd,3219,"[330.63349709, 337.63223319, 350.08908255]"
5154,13 Richardson Street East Geelong VIC 3219,420.0,"[-38.1642895, 144.368645]",3,1,2,House,Barry Plant - Geelong,3219,"[1014.43231069, 1016.59889827, 1022.91221072]"
5155,51 Grey Street East Geelong VIC 3219,450.0,"[-38.1622535, 144.3719339]",2,1,1,House,Whitford,3219,"[748.79766804, 791.91427285, 816.49328829]"
5156,64 Ormond Road East Geelong VIC 3219,470.0,"[-38.159724, 144.3756798]",3,1,1,House,Buxton Geelong East Pty Ltd,3219,"[576.16364071, 610.72186171, 678.19831077]"
5157,2/3 Lancaster Avenue Newcomb VIC 3219,280.0,"[-38.1719938, 144.3920915]",1,1,1,House,Stockdale & Leggo South Barwon,3219,"[191.2868654, 198.76179317, 421.34787864]"
5158,5/51-53 Helms Street Newcomb VIC 3219,350.0,"[-38.1662963, 144.4004217]",2,1,1,Apartment / Unit / Flat,Harcourts North Geelong,3219,"[790.6695934, 961.2507634, 1117.39640654]"
5159,20 Tanner Street Breakwater VIC 3219,495.0,"[-38.1777186, 144.3691148]",3,1,4,House,Buxton Geelong East Pty Ltd,3219,"[723.25352919, 1207.68189937, 1305.80841364]"
5160,12 Wirth Court Newcomb VIC 3219,420.0,"[-38.1693199, 144.3933793]",3,1,3,House,Buxton Newtown,3219,"[241.99423612, 258.79829633, 439.76979626]"
5161,49 Tucker Street Breakwater VIC 3219,530.0,"[-38.180608, 144.3674491]",4,2,4,House,McGrath Geelong | Newtown,3219,"[616.36569804, 1548.60614485, 1632.35162944]"
5162,42A Wilton Avenue Newcomb VIC 3219,420.0,"[-38.1670846, 144.3894486]",2,1,1,House,McGrath Geelong | Newtown,3219,"[293.41424932, 328.87338337, 398.37668498]"
5163,17 Meadenhall Drive St Albans Park VIC 3219,420.0,"[-38.1830554, 144.391713]",3,1,2,House,Buxton Geelong East Pty Ltd,3219,"[1309.60457014, 1395.36225421, 1523.24082974]"
5164,203 Verner Street East Geelong VIC 3219,395.0,"[-38.16267500000001, 144.3706525]",2,1,0,House,Eastwood Andrews,3219,"[802.44325, 845.45597704, 909.12693493]"
5165,1/31-33 Helms Street Newcomb VIC 3219,450.0,"[-38.1643553, 144.400525]",2,1,1,House,McGrath Geelong | Newtown,3219,"[962.49489376, 1089.46031318, 1213.10280354]"
5166,5 Campbell Street East Geelong VIC 3219,520.0,"[-38.1644083, 144.3697128]",3,2,1,House,Prime Real Estate,3219,"[933.24675716, 960.79218933, 993.27543335]"
5167,16/142 Townsend Road East Geelong VIC 3219,0.0,"[-38.1823924, 144.3974015]",1,1,0,House,Garden Villages,3219,"[1251.47217947, 1439.66228545, 1626.65325148]"
5168,2/291 Wilsons Road St Albans Park VIC 3219,420.0,"[-38.1846212, 144.3891496]",3,2,2,Apartment / Unit / Flat,West End Real Estate,3219,"[1362.16929164, 1529.93290275, 1573.99624184]"
5169,17 The Walk East Geelong VIC 3219,390.0,"[-38.1650231, 144.3803533]",3,1,2,Townhouse,Maxwell Collins Real Estate,3219,"[35.18712708, 65.91812201, 399.45535414]"
5170,1 Lovell Court Whittington VIC 3219,340.0,"[-38.177056, 144.3941056]",3,1,2,House,Release Property Management,3219,"[626.24869253, 781.80685297, 969.33991233]"
5171,8 Coppards Road Newcomb VIC 3219,595.0,"[-38.1632989, 144.4040827]",4,2,2,House,Graeme Taylor Estate Agents,3219,"[1252.83881626, 1409.77145373, 1543.6658499]"
5172,23 Callander Street Thomson VIC 3219,420.0,"[-38.1711973, 144.3787257]",3,1,2,House,Release Property Management,3219,"[192.71297663000001, 195.26400062, 419.16080955]"
5173,6/22 Walter Street East Geelong VIC 3219,430.0,"[-38.159523, 144.3837186]",2,1,1,Apartment / Unit / Flat,Maxwell Collins Real Estate,3219,"[563.14864534, 628.73928033, 646.2995211]"
5174,20 Fagg Street East Geelong VIC 3219,440.0,"[-38.1675347, 144.3812889]",3,2,2,House,Release Property Management,3219,"[206.45950209, 278.37218148, 288.94636459]"
5175,3/1 Holman Court Breakwater VIC 3219,280.0,"[-38.1818646, 144.367591]",2,1,1,Apartment / Unit / Flat,Debonair Property Management,3219,"[554.80335773, 1654.67510731, 1718.86751745]"
5176,47 Clarke Street Newtown VIC 3220,520.0,"[-38.1535041, 144.3480603]",3,1,1,House,Hodges Geelong,3220,"[223.30932279, 229.18843216, 327.64283148]"
5177,2/2 Melville Avenue Newtown VIC 3220,570.0,"[-38.148124, 144.3273031]",2,2,2,House,Hodges Geelong,3220,"[432.2004646, 543.70026634, 574.11658562]"
5178,1/26 Noble Street Newtown VIC 3220,630.0,"[-38.1533252, 144.3419065]",3,1,1,Townhouse,Hodges Geelong,3220,"[344.97657248, 363.18390787, 467.44196299]"
5179,9B Fernery Grove Newtown VIC 3220,800.0,"[-38.150523, 144.3355048]",3,2,2,Townhouse,Hodges Geelong,3220,"[506.98087569, 517.23049588, 655.3931189]"
5180,2/163 Malop Street Geelong VIC 3220,580.0,"[-38.1482138, 144.3648748]",2,2,1,Apartment / Unit / Flat,Ray White Highton,3220,"[257.86039276, 279.53735222, 319.08381194]"
5181,8 Collins Place Geelong VIC 3220,650.0,"[-38.1512921, 144.3609191]",3,2,2,House,Ray White Geelong,3220,"[231.17051723, 241.84068754, 245.8700164]"
5182,3/430 Latrobe Terrace Newtown VIC 3220,470.0,"[-38.1586943, 144.3501954]",2,2,1,House,Armstrong Real Estate,3220,"[274.64466074, 292.43038197, 307.84508236]"
5183,7 Bloomsbury Street Newtown VIC 3220,380.0,"[-38.1603445, 144.3461921]",2,1,1,House,Buxton Newtown,3220,"[122.44660769, 166.26119887, 216.20640782]"
5184,4/90 Mckillop Street Geelong VIC 3220,370.0,"[-38.1546988, 144.3615551]",1,1,1,Apartment / Unit / Flat,Compton Green Geelong,3220,"[365.28046652, 374.4077053, 381.42024421]"
5185,2/19 Marshall Street Newtown VIC 3220,490.0,"[-38.1594652, 144.3488515]",3,2,2,Townhouse,Compton Green Geelong,3220,"[130.38877743, 316.99531595, 321.14080981]"
5186,2/27 Richmond Cres Geelong VIC 3220,520.0,"[-38.1590738, 144.3673385]",3,2,2,House,Bellarine Property Pty Ltd,3220,"[559.32860689, 591.86723536, 698.07864746]"
5187,4/35 Fyans Street South Geelong VIC 3220,260.0,"[-38.16097, 144.353311]",1,1,1,Apartment / Unit / Flat,Buxton Newtown,3220,"[109.62970485, 119.03399232, 127.35884896]"
5188,2/7 Churchill Avenue Newtown VIC 3220,550.0,"[-38.1458629, 144.3342262]",3,2,2,House,Buxton Newtown,3220,"[88.31175123, 109.39744573, 166.78613204]"
5189,2/208 Bellerine Street South Geelong VIC 3220,520.0,"[-38.1573293, 144.3614269]",3,2,1,Apartment / Unit / Flat,Barry Plant - Geelong,3220,"[232.95041002, 286.16439352, 293.77481785]"
5190,1/208 Bellerine Street South Geelong VIC 3220,520.0,"[-38.1573293, 144.3614269]",3,2,1,Apartment / Unit / Flat,Barry Plant - Geelong,3220,"[232.95041002, 286.16439352, 293.77481785]"
5191,1/379 Autumn Street Newtown VIC 3220,690.0,"[-38.1398789, 144.3206933]",4,2,2,Townhouse,McGrath Geelong | Newtown,3220,"[249.99020757, 814.23483619, 832.61076092]"
5192,8 Richmond Place Geelong VIC 3220,570.0,"[-38.1604993, 144.3639895]",4,3,1,Townhouse,McGrath Geelong | Newtown,3220,"[451.1666045, 524.0272699, 558.77891643]"
5193,6/194 Aberdeen Street Newtown VIC 3220,390.0,"[-38.1453312, 144.3367452]",2,1,0,Apartment / Unit / Flat,McGrath Geelong | Newtown,3220,"[126.11145989, 150.40954563, 364.36746172]"
5194,2/46 Mundy Street South Geelong VIC 3220,385.0,"[-38.15854789999999, 144.3628259]",2,1,1,Apartment / Unit / Flat,Stockdale & Leggo South Barwon,3220,"[301.57297414, 378.96353283, 395.48311894]"
5195,2/16 Fenwick Street Geelong VIC 3220,500.0,"[-38.147574, 144.3546947]",2,2,1,Apartment / Unit / Flat,Gartland,3220,"[67.43228058, 220.44511834, 259.6868615]"
5196,2/22 Daisy Street Newtown VIC 3220,230.0,"[-38.1567046, 144.3344109]",1,1,1,Apartment / Unit / Flat,Buxton Newtown,3220,"[193.08462872, 207.769395, 308.85497079]"
5197,35 Gairloch Grove Newtown VIC 3220,420.0,"[-38.1590268, 144.323468]",3,1,1,House,Stockdale & Leggo South Barwon,3220,"[743.19483287, 790.63327172, 970.29069392]"
5198,185 Minerva Road Newtown VIC 3220,440.0,"[-38.1442256, 144.3288042]",3,1,1,House,Barry Plant - Geelong,3220,"[99.9621777, 287.45920188, 346.09005538]"
5199,12/94 Aphrasia Street Newtown VIC 3220,350.0,"[-38.1491257, 144.3363567]",2,1,1,Apartment / Unit / Flat,Buxton Newtown,3220,"[365.04856505, 370.336003, 556.68910905]"
5200,3/163 Ryrie St Geelong VIC 3220,490.0,"[-38.149305, 144.360547]",2,1,1,Apartment / Unit / Flat,Easy Sell Rent,3220,"[93.5825759, 132.23191134, 231.00643344]"
5201,18 Bourke Crescent Geelong VIC 3220,550.0,"[-38.1548142, 144.3667657]",3,2,2,House,Buxton Newtown,3220,"[373.65968408, 424.60978422, 428.38823323]"
5202,1 Gheringhap Street Geelong VIC 3220,259.0,"[-38.1433677, 144.3603237]",1,1,0,Apartment / Unit / Flat,Barry Plant Monash,3220,"[137.60532725, 160.891805, 327.61020975]"
5203,18 Richmond Place Geelong VIC 3220,450.0,"[-38.1607096, 144.3646195]",2,2,1,House,Barry Plant - Geelong,3220,"[511.03431375, 584.00141117, 618.5797849]"
5204,501/110 Brougham Street Geelong VIC 3220,850.0,"[-38.1467412, 144.3660609]",4,2,2,Apartment / Unit / Flat,Whitford,3220,"[451.57306368, 471.2776128, 472.56050632]"
5205,7 Kilgour Court Geelong VIC 3220,480.0,"[-38.1539458, 144.352544]",2,2,4,House,Hayeswinckle Highton,3220,"[373.28289306, 415.10723218, 435.28395016]"
5206,3/114 Yarra Street Geelong VIC 3220,800.0,"[-38.15118349999999, 144.3614269]",3,2,2,Apartment / Unit / Flat,Barry Plant - Geelong,3220,"[196.09232819, 201.43403278, 276.35205318]"
5207,5/44 Western Beach Road Geelong VIC 3220,270.0,"[-38.1402081, 144.3559196]",0,1,1,Studio,Geelong Residential,3220,"[101.63656107, 159.441631, 261.446398]"
5208,76 Saffron Street Newtown VIC 3220,370.0,"[-38.1545739, 144.3465657]",3,1,0,House,Buxton Newtown,3220,"[68.586124, 86.43256059, 298.24867765]"
5209,9 William Street Newtown VIC 3220,550.0,"[-38.1478397, 144.3371597]",3,2,4,House,Buxton Newtown,3220,"[264.54401332, 268.79538121, 503.44056471]"
5210,67 George Street Newtown VIC 3220,720.0,"[-38.1492565, 144.3374283]",4,2,3,House,Stockdale & Leggo South Barwon,3220,"[413.5683533, 413.70863471, 627.46111387]"
5211,2/250 Myers Street Geelong VIC 3220,390.0,"[-38.1549511, 144.3702654]",2,1,1,Apartment / Unit / Flat,McGrath Geelong | Newtown,3220,"[141.64083757, 151.7260133, 264.07688144]"
5212,2/240 Ryrie Street Geelong VIC 3220,300.0,"[-38.1504387, 144.3629217]",1,1,1,Apartment / Unit / Flat,Compton Green Geelong,3220,"[46.55048532, 48.9529847, 234.60295383]"
5213,7/1 Holyrood Avenue Newtown VIC 3220,295.0,"[-38.1578867, 144.3268165]",1,1,1,Apartment / Unit / Flat,Buxton Highton,3220,"[579.4045141, 588.13618656, 677.42248319]"
5214,11 Nash Avenue Drysdale VIC 3222,550.0,"[-38.1669795, 144.5689365]",5,2,2,House,Stockdale & Leggo Drysdale,3222,"[769.13581008, 782.98726312]"
5215,1/9 Gaddang Court Clifton Springs VIC 3222,370.0,"[-38.1505273, 144.581519]",3,2,1,Villa,Neville Richards Drysdale,3222,[]
5216,66 Country Club Drive Clifton Springs VIC 3222,390.0,"[-38.1500738, 144.573925]",3,2,3,House,Stockdale & Leggo Drysdale,3222,[]
5217,5 Sea Haven Drive Clifton Springs VIC 3222,700.0,"[-38.1629648, 144.5690007]",4,2,2,House,Hayeswinckle Drysdale,3222,"[1213.76635024, 1226.89779447]"
5218,71 Creekside Drive Curlewis VIC 3222,430.0,"[-38.1688418, 144.5472705]",3,2,1,House,Barry Plant - Geelong,3222,[]
5219,18 Coorumby Ave Clifton Springs VIC 3222,400.0,"[-38.1517217, 144.5774364]",3,1,1,House,Hayeswinckle East Geelong,3222,[]
5220,114 Kewarra Drive Clifton Springs VIC 3222,460.0,"[-38.164205, 144.5538445]",3,2,2,House,Bellarine Property Pty Ltd,3222,"[1746.44045825, 1770.84509463]"
5221,44 Kakadu Drive Curlewis VIC 3222,0.0,"[-38.1780106, 144.5438246]",4,2,2,House,RT Edgar Ocean Grove,3222,[]
5222,99 Boonderabbi Drive Clifton Springs VIC 3222,450.0,"[-38.1603862, 144.5611944]",3,1,2,House,Hayeswinckle Drysdale,3222,"[1668.33426986, 1688.71155679]"
5223,18 Suffolk Street Curlewis VIC 3222,470.0,"[-38.177097, 144.5488786]",4,2,2,House,LITTLE Real Estate Victoria,3222,"[1845.79411087, 1864.62635239]"
5224,32 Gumbowie Avenue Clifton Springs VIC 3222,420.0,"[-38.1532213, 144.5774792]",3,1,0,House,-,3222,[]
5225,32 Suffolk Street Curlewis VIC 3222,430.0,"[-38.1769826, 144.5479446]",4,2,2,House,Barry Plant Belmont,3222,"[1923.86721378, 1942.92724395]"
5226,32 Hinterland Drive Curlewis VIC 3222,430.0,"[-38.1764275, 144.548316]",4,2,2,House,Stockdale & Leggo Drysdale,3222,"[1881.69712121, 1901.20491566]"
5227,60 Pierview Drive Curlewis VIC 3222,515.0,"[-38.1625593, 144.5454657]",4,2,2,House,Fletchers Bellarine,3222,[]
5228,35 Meadow Drive Curlewis VIC 3222,430.0,"[-38.1754952, 144.5473059]",4,2,2,House,Barry Plant Belmont,3222,"[1957.13487762, 1977.49534303]"
5229,4 Mirrabooka Drive Clifton Springs VIC 3222,430.0,"[-38.15814719999999, 144.5561135]",3,1,2,House,Hayeswinckle Drysdale,3222,[]
5230,45 Thomas Street Clifton Springs VIC 3222,520.0,"[-38.1675172, 144.5582145]",4,2,2,House,Release Property Management,3222,"[1219.51660391, 1244.05951565]"
5231,32 Plough Drive Curlewis VIC 3222,460.0,"[-38.1779946, 144.5498633]",4,2,2,House,Reventon Residential,3222,"[1784.06982833, 1801.8485156]"
5232,92 Kelpie Boulevard Curlewis VIC 3222,490.0,"[-38.177374, 144.5465464]",4,2,2,House,Reventon Residential,3222,[]
5233,31 Hinterland Drive Curlewis VIC 3222,450.0,"[-38.1764275, 144.548316]",4,2,2,House,Reventon Residential,3222,"[1881.69712121, 1901.20491566]"
5234,62 Pierview Drive Curlewis VIC 3222,480.0,"[-38.1625593, 144.5454657]",4,2,2,House,Reventon Residential,3222,[]
5235,11 Gallant Road St Leonards VIC 3223,500.0,"[-38.1689411, 144.7060482]",4,2,4,House,Buxton Bellarine Pty Ltd,3223,[1079.7267373]
5236,39 Kane Drive St Leonards VIC 3223,570.0,"[-38.1781097, 144.6997843]",4,3,2,House,Real Core Properties,3223,[1795.06652428]
5237,82 Sproat Street Portarlington VIC 3223,420.0,"[-38.1196397, 144.6449098]",3,1,1,Townhouse,Stockdale & Leggo Bellarine,3223,"[375.79755633, 540.00170978, 548.86425134]"
5238,2/69 Langdon Street Portarlington VIC 3223,380.0,"[-38.1195651, 144.6549001]",2,2,0,Apartment / Unit / Flat,Just Realty Bellarine,3223,"[322.64030368, 330.95846542, 529.93516762]"
5239,3 Traum Street Portarlington VIC 3223,370.0,"[-38.1182152, 144.63741]",2,1,1,Apartment / Unit / Flat,Neville Richards Drysdale,3223,"[139.19329768, 162.87784215, 478.9334457]"
5240,4 Ventura Street Portarlington VIC 3223,395.0,"[-38.1199294, 144.6347852]",3,2,2,House,Stockdale & Leggo Bellarine,3223,"[301.6657894, 303.95330213, 765.85526834]"
5241,36 Bayside Avenue St Leonards VIC 3223,410.0,"[-38.18211489999999, 144.7124816]",3,1,2,House,Hayeswinckle Drysdale,3223,[1339.74233521]
5242,86 Fenwick Street Portarlington VIC 3223,410.0,"[-38.11721319999999, 144.6582825]",3,2,2,House,Neville Richards Drysdale,3223,"[86.84237085, 92.49319038, 507.09269581]"
