,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Closest_Park,Closest_Post_Office,Closest_Railway_Station,CBD_Distance
10859,43 Lugano Avenue Alfredton VIC 3350,420.0,"[-37.5638636, 143.7894156]",4,2,2,House,Ballarat Real Estate,3350,"{'distance': 2539.8, 'duration': 258.1}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 122427.4, 'duration': 5650.5}"
10860,1 Clayton Park Drive Canadian VIC 3350,360.0,"[-37.5788486, 143.8800689]",3,1,2,House,Jellis Craig Ballarat,3350,"{'distance': 153.0, 'duration': 36.7}","{'distance': 3001.8, 'duration': 311.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 114793.4, 'duration': 5084.6}"
10861,5 Hurley St Ballarat North VIC 3350,300.0,"[-37.5413245, 143.8652981]",2,1,2,House,PRDnationwide Ballarat,3350,"{'distance': 814.9, 'duration': 131.7}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115250.7, 'duration': 5143.2}"
10862,28 Creekstone Drive Alfredton VIC 3350,420.0,"[-37.5572529, 143.7887304]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 217.6, 'duration': 52.2}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 125924.5, 'duration': 5642.6}"
10863,428 Sturt Street Ballarat Central VIC 3350,850.0,"[-37.56124820000001, 143.853949]",3,2,2,House,Buxton Ballarat,3350,"{'distance': 193.2, 'duration': 32.1}","{'distance': 1102.6, 'duration': 107.7}","{'distance': 783.9, 'duration': 112.1}","{'distance': 114626.0, 'duration': 5058.5}"
10864,23 Verdale Drive Alfredton VIC 3350,460.0,"[-37.560972, 143.788045]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 419.5, 'duration': 100.7}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 126308.7, 'duration': 5657.8}"
10865,9B Killeen Avenue Ballarat North VIC 3350,440.0,"[-37.5453546, 143.8683327]",4,2,2,House,Jellis Craig Ballarat,3350,"{'distance': 813.8, 'duration': 147.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 2545.1, 'duration': 288.2}","{'distance': 114227.0, 'duration': 5015.4}"
10866,3/507 Howitt Street Soldiers Hill VIC 3350,295.0,"[-37.5437887, 143.8575331]",2,1,1,House,Ray White Ballarat,3350,"{'distance': 466.3, 'duration': 77.3}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 2157.4, 'duration': 240.8}","{'distance': 115124.1, 'duration': 5088.8}"
10867,1002D Macarthur Street Lake Wendouree VIC 3350,340.0,"[-37.5494448, 143.8469103]",2,1,1,House,PRDnationwide Ballarat,3350,"{'distance': 974.0, 'duration': 87.1}","{'distance': 1831.6, 'duration': 167.4}","{'distance': 1935.6, 'duration': 193.1}","{'distance': 115777.6, 'duration': 5139.5}"
10868,103 Darling Street Redan VIC 3350,300.0,"[-37.5762986, 143.8453323]",3,1,0,House,Buxton Ballarat,3350,"{'distance': 204.1, 'duration': 27.4}","{'distance': 139.5, 'duration': 19.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116426.4, 'duration': 5254.4}"
10869,7 Heathcote Drive Lucas VIC 3350,460.0,"[-37.5472533, 143.7710834]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 632.6, 'duration': 117.7}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 126194.2, 'duration': 5610.8}"
10870,5 Henlix Court Mount Clear VIC 3350,470.0,"[-37.5963427, 143.8691621]",4,2,2,House,Ray White Ballarat,3350,"{'distance': 464.6, 'duration': 82.1}","{'distance': 1157.5, 'duration': 119.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 117778.5, 'duration': 5298.9}"
10871,1 Whatman Street Lucas VIC 3350,420.0,"[-37.5485179, 143.7769865]",3,2,2,House,Jellis Craig Ballarat,3350,"{'distance': 1099.5, 'duration': 125.4}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 125444.7, 'duration': 5558.9}"
10872,2 Salisbury Avenue Newington VIC 3350,410.0,"[-37.5679604, 143.8369316]",4,1,2,House,PRDnationwide Ballarat,3350,"{'distance': 533.7, 'duration': 82.5}","{'distance': 1689.0, 'duration': 178.0}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116831.2, 'duration': 5255.5}"
10873,416 Pleasant Street Newington VIC 3350,340.0,"[-37.5693651, 143.8369529]",2,1,1,House,Wilson Estate Agents Pty Ltd,3350,"{'distance': 304.4, 'duration': 59.1}","{'distance': 1459.7, 'duration': 154.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116958.7, 'duration': 5260.6}"
10874,5 Kirby Avenue Canadian VIC 3350,470.0,"[-37.5888385, 143.8760544]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 110.2, 'duration': 15.9}","{'distance': 2747.6, 'duration': 329.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 117601.3, 'duration': 5326.0}"
10875,16 Verdale Drive Alfredton VIC 3350,420.0,"[-37.560972, 143.788045]",4,2,2,House,McGrath Ballarat,3350,"{'distance': 419.5, 'duration': 100.7}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 126308.7, 'duration': 5657.8}"
10876,3 Dublin Street Alfredton VIC 3350,400.0,"[-37.5614645, 143.7954431]",3,2,2,House,Trevor Petrie Real Estate,3350,"{'distance': 541.3, 'duration': 57.4}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 121062.0, 'duration': 5667.2}"
10877,15 Brawn Avenue Lake Wendouree VIC 3350,350.0,"[-37.5446582, 143.8423092]",2,1,1,House,Buxton Ballarat,3350,"{'distance': 1417.2, 'duration': 157.6}","{'distance': 1486.9, 'duration': 148.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116595.2, 'duration': 5225.7}"
10878,15 Junction Street Newington VIC 3350,360.0,"[-37.5623306, 143.8349165]",3,2,0,House,Harcourts Ballarat,3350,"{'distance': 1109.4, 'duration': 184.5}","{'distance': 1479.4, 'duration': 199.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116828.3, 'duration': 5312.4}"
10879,6 Gordon Street Ballarat East VIC 3350,400.0,"[-37.5638167, 143.8750682]",4,2,2,House,Harcourts Ballarat,3350,"{'distance': 28.7, 'duration': 6.9}","{'distance': 3378.7, 'duration': 361.2}","{'distance': 1979.2, 'duration': 245.0}","{'distance': 113035.0, 'duration': 4926.3}"
10880,50 Gent Street Ballarat East VIC 3350,570.0,"[-37.5590331, 143.8804682]",3,2,1,House,Ray White Ballarat,3350,"{'distance': 113.6, 'duration': 29.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 2418.0, 'duration': 310.9}","{'distance': 112009.0, 'duration': 4842.2}"
10881,7 Brind Way Lucas VIC 3350,550.0,"[-37.5456882, 143.7728192]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 556.2, 'duration': 126.9}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 126117.8, 'duration': 5620.0}"
10882,7 Tangerine Street Alfredton VIC 3350,475.0,"[-37.5539446, 143.7872253]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 420.7, 'duration': 101.0}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 125569.2, 'duration': 5603.6}"
10883,2/714 Gregory Street Soldiers Hill VIC 3350,360.0,"[-37.5443436, 143.8534347]",3,2,2,Apartment / Unit / Flat,Harcourts Ballarat,3350,"{'distance': 350.8, 'duration': 66.8}","{'distance': 2987.3, 'duration': 315.1}","{'distance': 2254.9, 'duration': 238.3}","{'distance': 115914.6, 'duration': 5148.8}"
10884,903 Lydiard St N Ballarat North VIC 3350,320.0,"[-37.5433774, 143.8609268]",2,1,1,House,Trevor Petrie Real Estate,3350,"{'distance': 86.5, 'duration': 7.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 1854.3, 'duration': 201.4}","{'distance': 114820.9, 'duration': 5049.4}"
10885,6A Dodds Lane Ballarat East VIC 3350,495.0,"[-37.5665637, 143.873235]",4,2,1,House,Ballarat Real Estate,3350,"{'distance': 445.6, 'duration': 91.0}","{'distance': 3054.3, 'duration': 320.9}","{'distance': 2243.5, 'duration': 282.1}","{'distance': 113664.9, 'duration': 4962.5}"
10886,17B Lake Street Lake Wendouree VIC 3350,440.0,"[-37.5502966, 143.8458627]",3,1,2,House,Buxton Ballarat,3350,"{'distance': 486.9, 'duration': 116.9}","{'distance': 1708.2, 'duration': 177.1}","{'distance': 2262.4, 'duration': 234.0}","{'distance': 116104.5, 'duration': 5180.4}"
10887,15 James Street Golden Point VIC 3350,390.0,"[-37.5675722, 143.8604282]",3,1,4,House,PRDnationwide Ballarat,3350,"{'distance': 711.7, 'duration': 113.2}","{'distance': 2921.5, 'duration': 320.8}","{'distance': 1441.8, 'duration': 239.6}","{'distance': 114414.0, 'duration': 5074.8}"
10888,319 Lydiard Street Soldiers Hill VIC 3350,370.0,"[-37.55470469999999, 143.8587625]",3,1,0,House,Wilson Estate Agents Pty Ltd,3350,"{'distance': 361.2, 'duration': 69.8}","{'distance': 2069.1, 'duration': 220.2}","{'distance': 535.4, 'duration': 81.1}","{'distance': 114601.9, 'duration': 5064.4}"
10889,14a Exeter Street Lake Wendouree VIC 3350,400.0,"[-37.5522916, 143.8463718]",3,1,0,House,Jellis Craig Ballarat,3350,"{'distance': 197.1, 'duration': 47.3}","{'distance': 1391.8, 'duration': 156.2}","{'distance': 2010.4, 'duration': 252.2}","{'distance': 115852.5, 'duration': 5198.6}"
10890,308a Lyons Street South Ballarat Central VIC 3350,380.0,"[-37.5681964, 143.8501907]",3,1,2,House,Ballarat Real Estate,3350,"{'distance': 177.9, 'duration': 27.1}","{'distance': 1751.1, 'duration': 180.9}","{'distance': 1774.3, 'duration': 220.1}","{'distance': 115478.4, 'duration': 5159.2}"
10891,706 Howard Street Soldiers Hill VIC 3350,360.0,"[-37.54554570000001, 143.8537975]",3,1,2,House,Buxton Ballarat,3350,"{'distance': 356.0, 'duration': 34.7}","{'distance': 2808.2, 'duration': 341.4}","{'distance': 2083.4, 'duration': 211.1}","{'distance': 115743.1, 'duration': 5121.6}"
10892,15 Swift Rise Brown Hill VIC 3350,600.0,"[-37.5351253, 143.9197051]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 2383.4, 'duration': 284.3}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 112509.9, 'duration': 4864.2}"
10893,423 Windermere Street Ballarat Central VIC 3350,395.0,"[-37.5705593, 143.8445473]",3,1,0,House,Ballarat Real Estate,3350,"{'distance': 535.7, 'duration': 88.8}","{'distance': 749.4, 'duration': 98.1}","{'distance': 2787.8, 'duration': 290.5}","{'distance': 116491.8, 'duration': 5229.6}"
10894,13 Reid Street Brown Hill VIC 3350,290.0,"[-37.5516857, 143.892932]",2,1,1,House,Buxton Ballarat,3350,"{'distance': 233.1, 'duration': 55.9}","{'distance': 1039.5, 'duration': 104.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 111494.9, 'duration': 4779.4}"
10895,50 Verdale Drive Alfredton VIC 3350,450.0,"[-37.560972, 143.788045]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 419.5, 'duration': 100.7}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 126308.7, 'duration': 5657.8}"
10896,37 Mullingar Drive Alfredton VIC 3350,520.0,"[-37.5663193, 143.8003283]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 402.4, 'duration': 77.4}","{'distance': 4513.7, 'duration': 412.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 122226.5, 'duration': 5685.9}"
10897,2/204 Leith Street Redan VIC 3350,240.0,"[-37.5789868, 143.8411912]",1,1,1,House,Ballarat Real Estate,3350,"{'distance': 118.5, 'duration': 21.3}","{'distance': 641.5, 'duration': 60.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116588.2, 'duration': 5249.4}"
10898,18 Lauderdale Avenue Alfredton VIC 3350,400.0,"[-37.5572148, 143.810272]",4,2,2,House,Ray White Ballarat,3350,"{'distance': 65.8, 'duration': 15.8}","{'distance': 1107.1, 'duration': 216.3}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 119048.1, 'duration': 5475.9}"
10899,5/12 Pisgah Street Ballarat Central VIC 3350,370.0,"[-37.546098, 143.8490874]",2,1,1,House,Ray White Ballarat,3350,"{'distance': 759.5, 'duration': 94.2}","{'distance': 2565.7, 'duration': 274.7}","{'distance': 2669.7, 'duration': 300.4}","{'distance': 120301.0, 'duration': 5194.9}"
10900,728 Tress Street Mount Pleasant VIC 3350,330.0,"[-37.5768685, 143.8572772]",3,1,1,House,PRDnationwide Ballarat,3350,"{'distance': 679.5, 'duration': 87.9}","{'distance': 1870.9, 'duration': 252.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115313.0, 'duration': 5154.2}"
10901,329 Drummond Street South Ballarat Central VIC 3350,380.0,"[-37.5690022, 143.8462021]",3,1,1,House,PRDnationwide Ballarat,3350,"{'distance': 599.2, 'duration': 77.4}","{'distance': 812.9, 'duration': 86.7}","{'distance': 2386.0, 'duration': 245.7}","{'distance': 116090.1, 'duration': 5184.8}"
10902,Room 5/12 Talbot Street South Ballarat Central VIC 3350,300.0,"[-37.5613744, 143.8423835]",1,1,0,Studio,Jellis Craig Ballarat,3350,"{'distance': 184.7, 'duration': 33.0}","{'distance': 304.6, 'duration': 48.4}","{'distance': 1912.0, 'duration': 222.4}","{'distance': 115754.1, 'duration': 5168.7}"
10903,704 Ascot Street South Redan VIC 3350,350.0,"[-37.575569, 143.8413652]",2,2,2,House,Harcourts Ballarat,3350,"{'distance': 538.4, 'duration': 92.7}","{'distance': 358.8, 'duration': 56.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116644.8, 'duration': 5291.2}"
10904,203 Clyde Street Soldiers Hill VIC 3350,310.0,"[-37.54803280000001, 143.8554949]",2,1,0,House,Buxton Ballarat,3350,"{'distance': 254.5, 'duration': 56.8}","{'distance': 2374.6, 'duration': 298.0}","{'distance': 2086.8, 'duration': 220.1}","{'distance': 115746.4, 'duration': 5130.6}"
10905,72 Warburton Drive Lucas VIC 3350,530.0,"[-37.5494654, 143.7776439]",4,2,2,House,Ray White Ballarat,3350,"{'distance': 949.4, 'duration': 114.3}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 125631.0, 'duration': 5584.9}"
10906,12A Ludbrook Court Brown Hill VIC 3350,370.0,"[-37.5576903, 143.9029613]",3,1,2,House,Buxton Ballarat,3350,"{'distance': 2158.2, 'duration': 197.7}","{'distance': 1462.1, 'duration': 151.4}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 110057.8, 'duration': 4681.6}"
10907,28 Eureka Gardens Eureka VIC 3350,380.0,"[-37.5673042, 143.8849595]",3,2,1,House,Buxton Ballarat,3350,"{'distance': 725.7, 'duration': 131.8}","{'distance': 4527.8, 'duration': 465.1}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 112733.1, 'duration': 4923.7}"
10908,6 Pryor Street Mount Pleasant VIC 3350,350.0,"[-37.5798413, 143.8509969]",3,1,2,House,Harcourts Ballarat,3350,"{'distance': 125.2, 'duration': 21.0}","{'distance': 1542.0, 'duration': 142.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115667.7, 'duration': 5157.1}"
10909,6/14 Rattray Court Canadian VIC 3350,380.0,"[-37.5741038, 143.8871442]",3,1,2,Townhouse,Wilson Estate Agents Pty Ltd,3350,"{'distance': 810.3, 'duration': 104.1}","{'distance': 3983.3, 'duration': 393.1}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 113393.5, 'duration': 4979.8}"
10910,3/1127 Geelong Road Mount Clear VIC 3350,365.0,"[-37.5981104, 143.8685471]",3,1,2,Townhouse,Wilson Estate Agents Pty Ltd,3350,"{'distance': 369.4, 'duration': 56.0}","{'distance': 716.8, 'duration': 68.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 117683.3, 'duration': 5272.7}"
10911,615 Peel Street North Black Hill VIC 3350,350.0,"[-37.5478208, 143.8663167]",3,1,1,House,Wilson Estate Agents Pty Ltd,3350,"{'distance': 240.2, 'duration': 24.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 2079.2, 'duration': 233.6}","{'distance': 114270.2, 'duration': 5038.5}"
10912,5 Fawkner Street Ballarat Central VIC 3350,360.0,"[-37.5723631, 143.8515061]",3,1,1,House,Ballarat Real Estate,3350,"{'distance': 247.1, 'duration': 59.3}","{'distance': 901.5, 'duration': 114.3}","{'distance': 2375.1, 'duration': 331.9}","{'distance': 115941.2, 'duration': 5260.8}"
10913,2/9 Winter Street Redan VIC 3350,320.0,"[-37.5711005, 143.8341441]",2,1,1,Apartment / Unit / Flat,PRDnationwide Ballarat,3350,"{'distance': 220.5, 'duration': 45.7}","{'distance': 1519.2, 'duration': 192.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 117385.9, 'duration': 5339.2}"
10914,708 Tress Street Mount Pleasant VIC 3350,350.0,"[-37.5758723, 143.8584655]",3,1,2,House,PRDnationwide Ballarat,3350,"{'distance': 257.7, 'duration': 55.9}","{'distance': 1666.9, 'duration': 272.8}","{'distance': 2981.0, 'duration': 370.2}","{'distance': 115054.3, 'duration': 5143.1}"
10915,2 Cordover Court Alfredton VIC 3350,450.0,"[-37.5571568, 143.8064127]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 270.4, 'duration': 64.9}","{'distance': 1718.7, 'duration': 261.5}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 119392.3, 'duration': 5520.5}"
10916,12 Cuthberts Road Alfredton VIC 3350,350.0,"[-37.5547889, 143.8114171]",3,2,2,House,Harcourts Ballarat,3350,"{'distance': 333.6, 'duration': 55.1}","{'distance': 1024.7, 'duration': 153.4}","{'distance': 3310.9, 'duration': 367.5}","{'distance': 118698.3, 'duration': 5412.4}"
10917,2/513 Windermere Street Ballarat Central VIC 3350,330.0,"[-37.5722968, 143.8441231]",2,1,1,House,PRDnationwide Ballarat,3350,"{'distance': 657.8, 'duration': 91.2}","{'distance': 575.3, 'duration': 85.0}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116565.0, 'duration': 5247.2}"
10918,1a Jack Court Alfredton VIC 3350,320.0,"[-37.5567033, 143.8022568]",2,1,1,Apartment / Unit / Flat,Ray White Ballarat,3350,"{'distance': 148.8, 'duration': 19.6}","{'distance': 2201.7, 'duration': 287.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 119875.3, 'duration': 5546.7}"
10919,2/710 Howard Street Soldiers Hill VIC 3350,385.0,"[-37.54556480000001, 143.8535429]",2,2,1,Townhouse,Totally Real Estate Pty Ltd,3350,"{'distance': 426.7, 'duration': 44.5}","{'distance': 3083.4, 'duration': 337.6}","{'distance': 2154.1, 'duration': 220.9}","{'distance': 115813.8, 'duration': 5131.4}"
10920,2 Dean Street Lucas VIC 3350,465.0,"[-37.5423897, 143.7732444]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 620.8, 'duration': 136.4}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 125426.2, 'duration': 5569.4}"
10921,8 Goldwood Drive Alfredton VIC 3350,440.0,"[-37.5484105, 143.8083635]",4,2,3,House,Ballarat Real Estate,3350,"{'distance': 2089.5, 'duration': 270.7}","{'distance': 1527.8, 'duration': 216.7}","{'distance': 3814.0, 'duration': 430.8}","{'distance': 119201.4, 'duration': 5475.6}"
10922,57 Dyson Drive Alfredton VIC 3350,440.0,"[-37.550549, 143.7860381]",4,2,2,House,Jellis Craig Ballarat,3350,"{'distance': 533.0, 'duration': 104.2}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 124862.8, 'duration': 5488.3}"
10923,1 Ida Street Black Hill VIC 3350,400.0,"[-37.5517355, 143.869797]",4,1,3,House,Buxton Ballarat,3350,"{'distance': 350.6, 'duration': 63.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 2306.5, 'duration': 292.1}","{'distance': 113904.0, 'duration': 4991.0}"
10924,803 Doveton Street North Soldiers Hill VIC 3350,375.0,"[-37.5449579, 143.8576505]",3,1,1,House,Ballarat Real Estate,3350,"{'distance': 184.6, 'duration': 26.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 1880.7, 'duration': 204.1}","{'distance': 115286.4, 'duration': 5103.9}"
10925,1130 Armstrong Street Ballarat North VIC 3350,300.0,"[-37.5368943, 143.8611815]",2,1,2,House,Ballarat Real Estate,3350,"{'distance': 418.8, 'duration': 50.3}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115707.5, 'duration': 5140.9}"
10926,23 Junction Street Newington VIC 3350,380.0,"[-37.562236, 143.8342377]",3,1,0,House,Wilson Estate Agents Pty Ltd,3350,"{'distance': 1207.4, 'duration': 179.8}","{'distance': 1535.5, 'duration': 190.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116884.5, 'duration': 5303.2}"
10927,4 Windsor Avenue Alfredton VIC 3350,370.0,"[-37.5486993, 143.7998397]",4,2,2,House,Ray White Ballarat,3350,"{'distance': 677.2, 'duration': 162.5}","{'distance': 2771.2, 'duration': 260.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 123843.7, 'duration': 5416.4}"
10928,307 Joseph Street Canadian VIC 3350,395.0,"[-37.5770491, 143.8774371]",3,2,2,House,Ballarat Real Estate,3350,"{'distance': 512.9, 'duration': 84.7}","{'distance': 2462.2, 'duration': 237.0}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 114664.2, 'duration': 5028.9}"
10929,8 Otway Street South Ballarat East VIC 3350,395.0,"[-37.562554, 143.875145]",4,1,1,House,PRDnationwide Ballarat,3350,"{'distance': 352.2, 'duration': 73.8}","{'distance': 3595.3, 'duration': 389.1}","{'distance': 1965.3, 'duration': 234.3}","{'distance': 113021.1, 'duration': 4915.5}"
10930,217 Lydiard Street Soldiers Hill VIC 3350,800.0,"[-37.55666069999999, 143.8583381]",4,2,1,House,McGrath Ballarat,3350,"{'distance': 244.0, 'duration': 50.4}","{'distance': 1768.7, 'duration': 197.0}","{'distance': 382.6, 'duration': 86.8}","{'distance': 114558.3, 'duration': 5067.9}"
10931,1/34 Learmonth Street Alfredton VIC 3350,490.0,"[-37.5652069, 143.8108053]",2,1,0,Townhouse,Wilson Estate Agents Pty Ltd,3350,"{'distance': 3142.8, 'duration': 375.5}","{'distance': 1735.4, 'duration': 159.4}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 119448.2, 'duration': 5432.4}"
10932,5 McCallum Street Lucas VIC 3350,380.0,"[-37.5492524, 143.7764781]",3,2,2,House,Buxton Ballarat,3350,"{'distance': 1033.0, 'duration': 124.0}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 125576.2, 'duration': 5582.1}"
10933,18 Latitude Court Ballarat East VIC 3350,320.0,"[-37.5679841, 143.8736594]",2,1,1,Apartment / Unit / Flat,Jellis Craig Ballarat,3350,"{'distance': 293.3, 'duration': 67.5}","{'distance': 2763.2, 'duration': 314.1}","{'distance': 2423.3, 'duration': 306.4}","{'distance': 113844.6, 'duration': 4986.8}"
10934,318 Talbot Street South Ballarat Central VIC 3350,315.0,"[-37.5679152, 143.8410682]",2,1,3,House,Jellis Craig Ballarat,3350,"{'distance': 512.8, 'duration': 92.3}","{'distance': 1503.5, 'duration': 183.3}","{'distance': 2728.9, 'duration': 334.6}","{'distance': 116432.9, 'duration': 5273.7}"
10935,4/915 Armstrong Street North Ballarat North VIC 3350,250.0,"[-37.5421519, 143.859396]",2,1,1,House,Buxton Ballarat,3350,"{'distance': 182.7, 'duration': 21.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 2121.6, 'duration': 228.4}","{'distance': 115088.3, 'duration': 5076.4}"
10936,1805 Sturt Street Alfredton VIC 3350,520.0,"[-37.5490286, 143.8020024]",4,2,4,House,Jellis Craig Ballarat,3350,"{'distance': 430.5, 'duration': 103.3}","{'distance': 2328.9, 'duration': 247.8}","{'distance': 4615.1, 'duration': 461.9}","{'distance': 123924.4, 'duration': 5435.8}"
10937,6 Frank Street Ballarat Central VIC 3350,750.0,"[-37.5558883, 143.8499785]",4,2,2,House,Jellis Craig Ballarat,3350,"{'distance': 532.3, 'duration': 72.0}","{'distance': 1052.6, 'duration': 130.2}","{'distance': 1576.7, 'duration': 203.8}","{'distance': 115418.8, 'duration': 5150.2}"
10938,115 Moola Street Black Hill VIC 3350,380.0,"[-37.5422231, 143.8772013]",3,1,2,House,Ballarat Real Estate,3350,"{'distance': 412.1, 'duration': 78.4}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 114018.5, 'duration': 5051.7}"
10939,15 Ron Court Canadian VIC 3350,310.0,"[-37.5822717, 143.8770127]",2,2,1,House,Buxton Ballarat,3350,"{'distance': 1176.9, 'duration': 142.4}","{'distance': 2025.0, 'duration': 222.5}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115325.4, 'duration': 5097.2}"
10940,21 Evans Way Lucas VIC 3350,480.0,"[-37.5429702, 143.7690314]",4,2,2,House,Ballarat Real Estate,3350,"{'distance': 58.8, 'duration': 14.1}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 125823.1, 'duration': 5601.1}"
10941,1/12 Stanbury Avenue Canadian VIC 3350,293.0,"[-37.58615169999999, 143.8658923]",3,1,2,House,Buxton Ballarat,3350,"{'distance': 309.4, 'duration': 74.2}","{'distance': 1629.9, 'duration': 179.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116483.6, 'duration': 5175.9}"
10942,8 Ron Court Canadian VIC 3350,320.0,"[-37.5819237, 143.8770551]",2,2,1,Townhouse,PRDnationwide Ballarat,3350,"{'distance': 1167.4, 'duration': 140.1}","{'distance': 2015.5, 'duration': 220.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115316.0, 'duration': 5095.0}"
10943,4 Logan Court Mount Helen VIC 3350,580.0,"[-37.6289012, 143.8738292]",4,2,2,House,Bartrop Real Estate,3350,"{'distance': 912.5, 'duration': 192.3}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 120097.9, 'duration': 5535.1}"
10944,2 Baird Street Ballarat Central VIC 3350,330.0,"[-37.5498246, 143.8519304]",3,1,0,House,Buxton Ballarat,3350,"{'distance': 502.1, 'duration': 114.7}","{'distance': 1800.8, 'duration': 189.1}","{'distance': 1780.8, 'duration': 193.9}","{'distance': 115622.9, 'duration': 5140.3}"
10945,7 Waller Avenue Newington VIC 3350,420.0,"[-37.5702907, 143.8359771]",3,1,1,House,Buxton Ballarat,3350,"{'distance': 120.9, 'duration': 29.0}","{'distance': 1468.8, 'duration': 170.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 117142.2, 'duration': 5290.7}"
