,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Nearby_Schools,Primary_Distance,Secondary_Distance
12940,3 Tilly Place Lynbrook VIC 3975,595.0,"[-38.0565102, 145.2590059]",4,2,2,House,LJ Hooker Hampton Park ,3975,382,"{'distance': 1113.7, 'duration': 139.7}","{'distance': 2962.9, 'duration': 256.7}"
12941,20 Demmie Mews Lyndhurst VIC 3975,510.0,"[-38.0599356, 145.2455049]",5,4,2,House,Care Property Management,3975,466,"{'distance': 5551.3, 'duration': 562.7}","{'distance': 5649.5, 'duration': 560.6}"
12942,35 Paterson Drive Lynbrook VIC 3975,450.0,"[-38.0511412, 145.2484725]",3,2,2,House,LJ Hooker Cranbourne,3975,466,"{'distance': 148.2, 'duration': 14.7}","{'distance': 3644.3, 'duration': 349.8}"
12943,19/22 Somerville Road Hampton Park VIC 3976,390.0,"[-38.030783, 145.251205]",2,1,2,Apartment / Unit / Flat,Buxton Keysborough,3976,494,"{'distance': 163.6, 'duration': 31.2}","{'distance': 1243.4, 'duration': 178.1}"
12944,1/26 Beckington Crescent Hampton Park VIC 3976,360.0,"[-38.0261237, 145.2576881]",3,1,1,House,iSell Group,3976,476,"{'distance': 1314.0, 'duration': 194.8}","{'distance': 1673.0, 'duration': 237.8}"
12945,25 Central Road Hampton Park VIC 3976,425.0,"[-38.0424865, 145.2634312]",3,2,2,House,Ray White Ferntree Gully,3976,379,"{'distance': 747.6, 'duration': 113.2}","{'distance': 1701.5, 'duration': 232.9}"
12946,128 Warana Drive Hampton Park VIC 3976,380.0,"[-38.033793, 145.281113]",3,1,0,House,Casey Estate Agents,3976,319,"{'distance': 273.3, 'duration': 65.6}","{'distance': 3063.3, 'duration': 418.3}"
12947,2/19 Bride Avenue Hampton Park VIC 3976,440.0,"[-38.0284486, 145.2570416]",3,2,1,Townhouse, @realty,3976,475,"{'distance': 619.6, 'duration': 83.0}","{'distance': 978.6, 'duration': 126.1}"
12948,4 Denver Court Hampton Park VIC 3976,400.0,"[-38.0401903, 145.2654389]",3,1,0,House,Hall & Partners First National Dandenong,3976,381,"{'distance': 432.2, 'duration': 75.0}","{'distance': 1386.1, 'duration': 194.7}"
12949,2/32 Wren Street Hampton Park VIC 3976,400.0,"[-38.0340711, 145.260258]",3,2,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3976,412,"{'distance': 129.4, 'duration': 18.8}","{'distance': 91.4, 'duration': 12.0}"
12950,6 Pound Road Hampton Park VIC 3976,430.0,"[-38.0261933, 145.2498539]",3,1,1,House, @realty,3976,509,"{'distance': 1438.5, 'duration': 209.7}","{'distance': 2931.2, 'duration': 315.8}"
12951,24 Campbell Drive Hampton Park VIC 3976,450.0,"[-38.0363182, 145.2606616]",3,2,1,House,Del Real Estate,3976,395,"{'distance': 208.4, 'duration': 47.4}","{'distance': 279.4, 'duration': 60.2}"
12952,20 Brunel Court Hampton Park VIC 3976,410.0,"[-38.0205643, 145.2540413]",3,2,2,House,Ray White Cranbourne,3976,494,"{'distance': 1568.4, 'duration': 296.3}","{'distance': 2537.2, 'duration': 345.0}"
12953,5 Isaac Edey Place Hampton Park VIC 3976,385.0,"[-38.0387824, 145.2710087]",3,2,2,House,Hall & Partners First National Dandenong,3976,372,"{'distance': 660.1, 'duration': 142.9}","{'distance': 1802.4, 'duration': 265.8}"
12954,2 Caroline Place Hampton Park VIC 3976,350.0,"[-38.0236373, 145.2679431]",2,1,3,House,YOUR EXPERT REAL ESTATE - CASEY,3976,443,"{'distance': 2085.1, 'duration': 272.4}","{'distance': 2156.1, 'duration': 285.2}"
12955,61C Fordholm Road Hampton Park VIC 3976,330.0,"[-38.034689, 145.261769]",1,1,0,Apartment / Unit / Flat,LJ Hooker Hampton Park ,3976,404,"{'distance': 109.7, 'duration': 19.8}","{'distance': 180.7, 'duration': 32.5}"
12956,35 Ralph Crescent Hampton Park VIC 3976,390.0,"[-38.0387485, 145.2792562]",3,2,2,House,LJ Hooker Hampton Park ,3976,320,"{'distance': 572.7, 'duration': 137.4}","{'distance': 2005.1, 'duration': 344.2}"
12957,17 Delacombe Drive Hampton Park VIC 3976,380.0,"[-38.0302797, 145.2697997]",3,2,1,House,Keen Real Estate,3976,430,"{'distance': 1336.8, 'duration': 201.5}","{'distance': 1407.8, 'duration': 214.3}"
12958,3/44 Beckington Crescent Hampton Park VIC 3976,420.0,"[-38.024695, 145.257754]",2,1,1,Townhouse,Care Property Management,3976,474,"{'distance': 1444.7, 'duration': 226.1}","{'distance': 1803.8, 'duration': 269.2}"
12959,19 Village Drive Hampton Park VIC 3976,420.0,"[-38.0287162, 145.2665614]",3,1,1,House,Harcourts Real Estate Carrum Downs,3976,454,"{'distance': 2013.3, 'duration': 232.0}","{'distance': 1975.3, 'duration': 225.1}"
12960,6 Cornell Place Hampton Park VIC 3976,440.0,"[-38.0409572, 145.2825165]",3,1,2,House,Barry Plant Narre Warren,3976,294,"{'distance': 1043.0, 'duration': 206.2}","{'distance': 1674.3, 'duration': 264.8}"
12961,107 Pound Road Hampton Park VIC 3976,445.0,"[-38.0276378, 145.2657411]",5,1,2,House,Care Property Management,3976,460,"{'distance': 1727.7, 'duration': 218.6}","{'distance': 1798.6, 'duration': 231.4}"
12962,25/365 Pound Road Hampton Park VIC 3976,420.0,"[-38.0318606, 145.2824243]",2,2,1,Townhouse,LJ Hooker Hampton Park ,3976,312,"{'distance': 538.7, 'duration': 121.0}","{'distance': 3001.3, 'duration': 354.6}"
12963,10 Hallam Road Hampton Park VIC 3976,390.0,"[-38.0297048, 145.2688498]",3,1,0,House,Pioneer Real Estate ,3976,441,"{'distance': 1293.2, 'duration': 164.8}","{'distance': 1364.1, 'duration': 177.6}"
12964,90 The Grange Hampton Park VIC 3976,480.0,"[-38.0244532, 145.2661944]",4,2,2,House,Sovereign Properties,3976,453,"{'distance': 2249.1, 'duration': 296.8}","{'distance': 2211.1, 'duration': 289.9}"
12965,56 Leopold Crescent Hampton Park VIC 3976,420.0,"[-38.0433939, 145.2693248]",3,2,2,House,Care Property Management,3976,366,"{'distance': 598.8, 'duration': 123.9}","{'distance': 1800.0, 'duration': 275.1}"
12966,16 Trawalla Court Hampton Park VIC 3976,380.0,"[-38.0261886, 145.2641436]",3,1,2,House,Raine & Horne Springvale,3976,462,"{'distance': 2065.4, 'duration': 236.3}","{'distance': 2027.3, 'duration': 229.5}"
12967,15 Cornell Place Hampton Park VIC 3976,420.0,"[-38.0398957, 145.2826676]",4,2,0,House,First National Real Estate Neilson Partners Narre Warren,3976,291,"{'distance': 739.6, 'duration': 177.5}","{'distance': 1721.8, 'duration': 276.2}"
12968,37 The Grange Hampton Park VIC 3976,440.0,"[-38.0258508, 145.2681806]",3,2,5,House,LJ Hooker Hampton Park ,3976,443,"{'distance': 2364.9, 'duration': 324.6}","{'distance': 2326.9, 'duration': 317.7}"
12969,10 Compass Rise Hampton Park VIC 3976,450.0,"[-38.0287724, 145.2756695]",3,2,1,House,Care Property Management,3976,379,"{'distance': 1163.0, 'duration': 301.2}","{'distance': 2148.8, 'duration': 345.3}"
12970,17 Vision Drive Hampton Park VIC 3976,450.0,"[-38.028257, 145.274829]",3,2,1,House,Care Property Management,3976,394,"{'distance': 1142.3, 'duration': 296.2}","{'distance': 2128.1, 'duration': 340.4}"
12971,5 Kawana Mews Cranbourne VIC 3977,475.0,"[-38.110572, 145.254886]",3,2,2,Townhouse,The Property Mentors Australia Pty Ltd,3977,333,"{'distance': 2012.6, 'duration': 280.5}","{'distance': 1106.8, 'duration': 163.1}"
12972,49 Savoy Grove Cranbourne North VIC 3977,540.0,"[-38.0717801, 145.2778583]",3,2,2,Townhouse,Richardson & Wrench Projects Victoria,3977,313,"{'distance': 1586.4, 'duration': 281.5}","{'distance': 1035.1, 'duration': 231.7}"
12973,6 Naila Court Cranbourne North VIC 3977,450.0,"[-38.0675901, 145.2656368]",4,2,2,House,Coronis Homes,3977,359,"{'distance': 2133.4, 'duration': 282.9}","{'distance': 1432.0, 'duration': 206.8}"
12974,11 Kawana Mews Cranbourne VIC 3977,475.0,"[-38.110572, 145.254886]",3,2,2,Townhouse,The Property Mentors Australia Pty Ltd,3977,333,"{'distance': 2012.6, 'duration': 280.5}","{'distance': 1106.8, 'duration': 163.1}"
12975,11 Bonfire Way Cranbourne South VIC 3977,450.0,"[-38.1311114, 145.2305706]",3,2,1,House,OBrien Real Estate Carrum Downs,3977,345,"{'distance': 4440.1, 'duration': 515.3}","{'distance': 5133.0, 'duration': 594.3}"
12976,3/7-9 Elizabeth Street Cranbourne North VIC 3977,350.0,"[-38.0752162, 145.2740935]",2,1,1,Apartment / Unit / Flat,OBrien Real Estate Cranbourne,3977,335,"{'distance': 2182.0, 'duration': 211.0}","{'distance': 2106.4, 'duration': 217.0}"
12977,5 Woodright Circuit Cranbourne VIC 3977,410.0,"[-38.111841, 145.2606929]",3,2,2,House,OBrien Real Estate Carrum Downs,3977,317,"{'distance': 2041.1, 'duration': 254.5}","{'distance': 1154.0, 'duration': 139.7}"
12978,11 Ottelia Street Cranbourne North VIC 3977,570.0,"[-38.0831561, 145.330105]",4,2,2,House,OBrien Real Estate Berwick,3977,231,"{'distance': 889.8, 'duration': 107.5}","{'distance': 3880.2, 'duration': 359.2}"
12979,2 Creekview Way Cranbourne West VIC 3977,500.0,"[-38.1022116, 145.2538591]",4,2,2,House,KR Peters Officer,3977,334,"{'distance': 2532.3, 'duration': 232.0}","{'distance': 1195.1, 'duration': 122.3}"
12980,28 Saddleback Road Botanic Ridge VIC 3977,480.0,"[-38.1487284, 145.2913574]",4,3,2,Townhouse,OBrien Real Estate Frankston,3977,218,"{'distance': 403.4, 'duration': 96.6}","{'distance': 3313.9, 'duration': 222.5}"
12981,35 Freshfields Drive Cranbourne North VIC 3977,450.0,"[-38.0873387, 145.3239219]",3,2,1,House,OBrien Real Estate Cranbourne,3977,229,"{'distance': 994.0, 'duration': 120.0}","{'distance': 3309.3, 'duration': 333.6}"
12982,4/6-8 Murray Court Cranbourne VIC 3977,360.0,"[-38.0963183, 145.2763331]",2,1,1,Apartment / Unit / Flat,OBrien Real Estate Chelsea,3977,283,"{'distance': 1040.1, 'duration': 170.6}","{'distance': 2080.6, 'duration': 230.5}"
12983,6 Bronson Circuit Cranbourne North VIC 3977,545.0,"[-38.0747631, 145.2959262]",4,2,2,House,OBrien Real Estate Wantirna,3977,287,"{'distance': 1963.8, 'duration': 272.2}","{'distance': 3861.6, 'duration': 457.1}"
12984,28 Grace Street Cranbourne VIC 3977,400.0,"[-38.1049058, 145.2851318]",3,1,1,House,OBrien Real Estate Cranbourne,3977,262,"{'distance': 870.1, 'duration': 98.5}","{'distance': 888.5, 'duration': 111.1}"
12985,31 McEwan Drive Cranbourne East VIC 3977,450.0,"[-38.12202, 145.3045648]",4,2,2,Townhouse,First National Real Estate Neilson Partners,3977,209,"{'distance': 975.2, 'duration': 137.7}","{'distance': 2512.3, 'duration': 332.2}"
12986,21 Marrone Boulevard Cranbourne East VIC 3977,460.0,"[-38.1176357, 145.3025779]",4,2,2,House,Linage ,3977,214,"{'distance': 680.8, 'duration': 92.5}","{'distance': 1835.5, 'duration': 268.4}"
12987,214 Evans Road Cranbourne West VIC 3977,400.0,"[-38.0904503, 145.2565452]",3,2,2,House,Coronis Homes,3977,343,"{'distance': 2606.0, 'duration': 243.9}","{'distance': 2539.2, 'duration': 239.5}"
12988,11 Birdie Vew Cranbourne North VIC 3977,560.0,"[-38.0732132, 145.2770107]",3,2,2,Townhouse,Longview Real Estate,3977,318,"{'distance': 1351.2, 'duration': 225.0}","{'distance': 799.9, 'duration': 175.3}"
12989,32 Mccallum Drive Cranbourne East VIC 3977,550.0,"[-38.1047617, 145.3189716]",4,2,2,House,Hodges Cranbourne,3977,188,"{'distance': 954.0, 'duration': 187.3}","{'distance': 1889.3, 'duration': 263.8}"
12990,1/18 Stawell Street Cranbourne VIC 3977,350.0,"[-38.1086, 145.286609]",2,1,1,Apartment / Unit / Flat,Finning First National  ,3977,252,"{'distance': 537.7, 'duration': 117.0}","{'distance': 212.1, 'duration': 41.7}"
12991,9 Birdie View Cranbourne North VIC 3977,560.0,"[-38.0732132, 145.2770107]",3,2,2,House,Longview Real Estate,3977,318,"{'distance': 1351.2, 'duration': 225.0}","{'distance': 799.9, 'duration': 175.3}"
12992,103 Duff Street Cranbourne VIC 3977,420.0,"[-38.1019527, 145.2690657]",4,1,1,House,Philip Webb Mitcham,3977,282,"{'distance': 141.1, 'duration': 11.3}","{'distance': 2615.6, 'duration': 261.5}"
12993,16 Camms Road Cranbourne VIC 3977,380.0,"[-38.0967637, 145.2696702]",3,1,1,House,Ray White Cranbourne,3977,290,"{'distance': 918.4, 'duration': 113.5}","{'distance': 3337.0, 'duration': 309.7}"
12994,1/9 Alexander Street Cranbourne VIC 3977,355.0,"[-38.1039775, 145.2791697]",2,1,3,Apartment / Unit / Flat,Harcourts First,3977,269,"{'distance': 111.9, 'duration': 14.8}","{'distance': 1083.7, 'duration': 137.8}"
12995,11 Fremantle Avenue Cranbourne East VIC 3977,450.0,"[-38.1276118, 145.3046855]",3,2,2,House,Casey Estate Agents,3977,211,"{'distance': 1422.6, 'duration': 172.4}","{'distance': 3275.7, 'duration': 236.2}"
12996,30 Forton Crescent Cranbourne West VIC 3977,420.0,"[-38.1017207, 145.2447818]",3,2,2,House,Ray White Cranbourne,3977,331,"{'distance': 3098.2, 'duration': 380.6}","{'distance': 1578.3, 'duration': 263.8}"
12997,1 Suaad Court Cranbourne West VIC 3977,400.0,"[-38.1020829, 145.261769]",3,1,1,House,Ray White Cranbourne,3977,319,"{'distance': 648.7, 'duration': 101.0}","{'distance': 2179.3, 'duration': 230.6}"
12998,11 Challenger Circuit Cranbourne East VIC 3977,495.0,"[-38.113732, 145.3066814]",4,2,2,House,Area Specialist Casey,3977,207,"{'distance': 1121.2, 'duration': 205.8}","{'distance': 1173.8, 'duration': 222.5}"
12999,247 Smiths Lane Botanic Ridge VIC 3977,675.0,"[-38.1482475, 145.2638846]",4,2,2,House,Ray White Cranbourne,3977,250,"{'distance': 1896.1, 'duration': 146.2}","{'distance': 5122.0, 'duration': 350.7}"
13000,10 Lindenderry Road Botanic Ridge VIC 3977,525.0,"[-38.1457723, 145.284174]",3,2,1,House,Ray White Cranbourne,3977,205,"{'distance': 790.5, 'duration': 189.7}","{'distance': 4010.8, 'duration': 400.7}"
13001,4 Knowing Close Cranbourne West VIC 3977,430.0,"[-38.0980536, 145.2615963]",3,2,2,House,Finning First National  ,3977,317,"{'distance': 1766.3, 'duration': 240.6}","{'distance': 2906.0, 'duration': 308.3}"
13002,3 Iris Court Cannons Creek VIC 3977,480.0,"[-38.2129832, 145.3110875]",4,2,2,House,Hodges Cranbourne,3977,120,"{'distance': 7608.1, 'duration': 680.7}","{'distance': 9162.2, 'duration': 812.4}"
13003,47 Jessie Street Cranbourne North VIC 3977,425.0,"[-38.084048, 145.2928597]",3,2,2,House,Ray White Cranbourne,3977,290,"{'distance': 1729.3, 'duration': 259.8}","{'distance': 3930.8, 'duration': 442.6}"
13004,3 Polblue Street Cranbourne North VIC 3977,500.0,"[-38.0781165, 145.3274664]",4,2,2,House,Ray White Berwick,3977,225,"{'distance': 540.3, 'duration': 54.4}","{'distance': 2546.1, 'duration': 230.8}"
13005,11 Eminence Drive Cranbourne West VIC 3977,520.0,"[-38.1003336, 145.2532211]",4,2,2,House,OBrien Real Estate Narre Warren,3977,334,"{'distance': 2183.5, 'duration': 247.4}","{'distance': 1977.7, 'duration': 255.7}"
13006,9 Megan Close Cranbourne West VIC 3977,430.0,"[-38.1003032, 145.2548615]",3,1,1,Apartment / Unit / Flat,Harcourts Cranbourne,3977,335,"{'distance': 1439.4, 'duration': 184.9}","{'distance': 1585.0, 'duration': 197.5}"
13007,27 Hazelwood Avenue Cranbourne North VIC 3977,360.0,"[-38.07793059999999, 145.2823654]",3,1,0,House,Casey Estate Agents,3977,317,"{'distance': 377.9, 'duration': 52.6}","{'distance': 2620.0, 'duration': 247.4}"
13008,13 Bookleaf Road Botanic Ridge VIC 3977,475.0,"[-38.1395065, 145.2548626]",3,2,2,Townhouse,Ray White Cranbourne,3977,239,"{'distance': 2024.6, 'duration': 235.3}","{'distance': 4528.0, 'duration': 496.9}"
13009,1 Powell Way Cranbourne West VIC 3977,415.0,"[-38.0908349, 145.2526758]",3,2,2,Townhouse,Harcourts Cranbourne,3977,335,"{'distance': 2487.8, 'duration': 267.5}","{'distance': 2363.3, 'duration': 316.3}"
13010,23 Mariposa Grove Cranbourne VIC 3977,540.0,"[-38.091591, 145.2820199]",4,3,0,House,Fletchers Cranbourne,3977,296,"{'distance': 3536.2, 'duration': 438.0}","{'distance': 3744.0, 'duration': 467.1}"
13011,28 Kiwi Crescent Cranbourne South VIC 3977,550.0,"[-38.1236171, 145.2382982]",4,2,2,House,Ray White Cranbourne,3977,333,"{'distance': 4193.5, 'duration': 377.2}","{'distance': 4440.1, 'duration': 406.3}"
13012,4 Millbank Place Cranbourne VIC 3977,450.0,"[-38.0968633, 145.2921687]",3,2,1,House,Ray White Cranbourne,3977,262,"{'distance': 1819.4, 'duration': 237.6}","{'distance': 2090.7, 'duration': 256.3}"
13013,2/26 Clairmont Avenue Cranbourne VIC 3977,360.0,"[-38.093258, 145.2772266]",2,1,1,Apartment / Unit / Flat,Casey Estate Agents,3977,293,"{'distance': 1033.9, 'duration': 82.7}","{'distance': 2327.1, 'duration': 203.7}"
13014,9 Maddock Dr Cranbourne East VIC 3977,410.0,"[-38.1119075, 145.3028802]",3,2,1,House,Hodges Cranbourne,3977,211,"{'distance': 930.8, 'duration': 190.3}","{'distance': 983.4, 'duration': 207.0}"
13015,9 Kelpie Street Cranbourne East VIC 3977,460.0,"[-38.1034913, 145.3073293]",4,2,2,House,Ray White Cranbourne,3977,210,"{'distance': 521.7, 'duration': 122.0}","{'distance': 348.8, 'duration': 84.6}"
13016,5 Blueberry Cl Cranbourne North VIC 3977,440.0,"[-38.0804082, 145.2770539]",4,2,2,House,Hodges Cranbourne,3977,329,"{'distance': 1086.7, 'duration': 140.1}","{'distance': 1860.1, 'duration': 257.4}"
13017,15 Fidelitas Way Cranbourne South VIC 3977,560.0,"[-38.1278841, 145.2315912]",4,2,0,House,Goldbank Real Estate - Cranbourne,3977,349,"{'distance': 4020.1, 'duration': 414.5}","{'distance': 4713.0, 'duration': 493.5}"
13018,22 Lineham Dr Cranbourne East VIC 3977,480.0,"[-38.1234939, 145.2925358]",4,2,2,House,Hodges Cranbourne,3977,231,"{'distance': 965.9, 'duration': 109.9}","{'distance': 3283.8, 'duration': 291.1}"
13019,41 Savoy Grove Cranbourne North VIC 3977,500.0,"[-38.0717801, 145.2778583]",3,2,2,House,Longview Real Estate,3977,313,"{'distance': 1586.4, 'duration': 281.5}","{'distance': 1035.1, 'duration': 231.7}"
13020,75 Morningside Boulevard Cranbourne West VIC 3977,580.0,"[-38.0997461, 145.2496381]",4,2,2,House,Harcourts Cranbourne,3977,334,"{'distance': 2435.9, 'duration': 222.8}","{'distance': 1187.3, 'duration': 146.0}"
13021,11 Glenn Close Cranbourne West VIC 3977,410.0,"[-38.1028092, 145.2553795]",3,1,0,House,Zed Real Estate,3977,333,"{'distance': 1341.6, 'duration': 152.8}","{'distance': 1379.1, 'duration': 156.7}"
13022,69 Rossiter Retreat Cranbourne North VIC 3977,550.0,"[-38.0761585, 145.3345907]",4,2,2,House,Ray White Cranbourne,3977,239,"{'distance': 2470.4, 'duration': 365.8}","{'distance': 2839.9, 'duration': 353.2}"
13023,12 Beacon Drive Cranbourne North VIC 3977,475.0,"[-38.0757543, 145.3302914]",4,2,2,House,Ray White Cranbourne,3977,233,"{'distance': 855.8, 'duration': 89.5}","{'distance': 2302.2, 'duration': 224.1}"
13024,17 Faolan Way Cranbourne West VIC 3977,500.0,"[-38.1017292, 145.2475229]",4,2,2,House,Century 21 Team Dandenong,3977,332,"{'distance': 3060.1, 'duration': 371.4}","{'distance': 1540.2, 'duration': 254.7}"
13025,1 Torney Street Cranbourne East VIC 3977,650.0,"[-38.101875, 145.319058]",4,3,2,House,Dream Land Property Group,3977,196,"{'distance': 1714.1, 'duration': 254.8}","{'distance': 1641.2, 'duration': 205.3}"
13026,52 Cornwell Crescent Cranbourne East VIC 3977,450.0,"[-38.0973411, 145.3006341]",3,2,1,House,Jasmine Real Estate,3977,228,"{'distance': 2497.6, 'duration': 272.1}","{'distance': 1641.5, 'duration': 244.1}"
13027,20 Macquarie Court Cranbourne North VIC 3977,390.0,"[-38.0729999, 145.2660865]",3,1,2,House,Fletchers Cranbourne,3977,348,"{'distance': 657.4, 'duration': 139.1}","{'distance': 621.0, 'duration': 147.4}"
13028,204 Evans Road Cranbourne West VIC 3977,420.0,"[-38.0912156, 145.2563293]",3,2,2,House,Fletchers Cranbourne,3977,339,"{'distance': 2519.0, 'duration': 223.1}","{'distance': 2452.3, 'duration': 218.7}"
13029,24 Sunstone Street Cranbourne East VIC 3977,500.0,"[-38.1296374, 145.3139119]",4,2,2,House,Philip Webb Mitcham,3977,193,"{'distance': 1752.8, 'duration': 247.0}","{'distance': 6409.6, 'duration': 507.4}"
13030,12 Bales Road Cranbourne East VIC 3977,475.0,"[-38.092592, 145.2979994]",4,2,2,House,Ray White Cranbourne,3977,245,"{'distance': 1678.5, 'duration': 239.1}","{'distance': 2708.0, 'duration': 321.3}"
13031,20 Courtenay Avenue Cranbourne North VIC 3977,400.0,"[-38.0778798, 145.2761471]",3,1,0,House,Fletchers Cranbourne,3977,331,"{'distance': 859.0, 'duration': 73.1}","{'distance': 1970.7, 'duration': 186.6}"
13032,18G Scott Street Cranbourne VIC 3977,580.0,"[-38.110963, 145.2802494]",3,2,2,Townhouse,Harcourts Cranbourne,3977,265,"{'distance': 178.5, 'duration': 42.8}","{'distance': 1052.9, 'duration': 198.3}"
13033,237 Monahans Road Cranbourne West VIC 3977,435.0,"[-38.0914813, 145.2685907]",3,2,2,House,Area Specialist Casey,3977,314,"{'distance': 3331.9, 'duration': 300.9}","{'distance': 4162.3, 'duration': 430.6}"
13034,15 Belfort La Cranbourne VIC 3977,420.0,"[-38.1118463, 145.2611214]",3,2,2,House,Hodges Cranbourne,3977,317,"{'distance': 2044.5, 'duration': 255.3}","{'distance': 1157.4, 'duration': 140.5}"
13035,24 Tulloch Street Botanic Ridge VIC 3977,595.0,"[-38.1447732, 145.2821459]",4,2,0,House,Fletchers Cranbourne,3977,204,"{'distance': 1039.1, 'duration': 229.9}","{'distance': 4176.8, 'duration': 431.3}"
13036,10 Enright Street Botanic Ridge VIC 3977,625.0,"[-38.1465535, 145.2831859]",4,2,2,House,Ray White Cranbourne,3977,205,"{'distance': 756.7, 'duration': 181.6}","{'distance': 3920.3, 'duration': 399.1}"
13037,1/12 William Street Cranbourne VIC 3977,470.0,"[-38.1035858, 145.2794937]",3,2,2,House,P&G Real Estate,3977,269,"{'distance': 232.7, 'duration': 55.8}","{'distance': 963.5, 'duration': 146.3}"
13038,14 Jefferson Avenue Cranbourne North VIC 3977,450.0,"[-38.0722356, 145.3078414]",4,2,2,House,Ray White Cranbourne,3977,226,"{'distance': 1508.2, 'duration': 165.7}","{'distance': 242.1, 'duration': 38.3}"
13039,14 Rawls Street Cranbourne VIC 3977,575.0,"[-38.1142758, 145.2540107]",4,2,2,House,Ray White Cranbourne,3977,327,"{'distance': 1814.4, 'duration': 204.0}","{'distance': 1956.8, 'duration': 194.0}"
13040,19 Allambi Court Cranbourne North VIC 3977,500.0,"[-38.0788216, 145.3339425]",4,2,2,House,Ray White Cranbourne,3977,236,"{'distance': 1205.2, 'duration': 203.1}","{'distance': 3565.9, 'duration': 393.4}"
13041,1/63 Circle Drive Cranbourne VIC 3977,385.0,"[-38.0961437, 145.2775721]",3,2,1,Apartment / Unit / Flat,Finning First National  ,3977,282,"{'distance': 1156.5, 'duration': 194.1}","{'distance': 1986.6, 'duration': 235.0}"
13042,38 Lurline Street Cranbourne VIC 3977,390.0,"[-38.1098673, 145.2753698]",3,1,2,House,Finning First National  ,3977,269,"{'distance': 856.7, 'duration': 105.9}","{'distance': 2214.0, 'duration': 225.9}"
13043,25 Renlik Circuit Cranbourne North VIC 3977,430.0,"[-38.0841538, 145.3157593]",3,1,2,House,Ray White Berwick,3977,237,"{'distance': 1710.3, 'duration': 187.4}","{'distance': 2351.4, 'duration': 252.4}"
13044,8 Floyd Circuit Cranbourne VIC 3977,530.0,"[-38.1161624, 145.2577145]",4,2,2,House,Ray White Berwick,3977,314,"{'distance': 2144.1, 'duration': 283.1}","{'distance': 1536.7, 'duration': 266.3}"
13045,5 Bruce Street Cranbourne VIC 3977,380.0,"[-38.1106558, 145.2735994]",3,1,2,House,Ray White Cranbourne,3977,272,"{'distance': 835.2, 'duration': 100.5}","{'distance': 2192.5, 'duration': 220.4}"
13046,34 Diplomat Crescent Cranbourne South VIC 3977,550.0,"[-38.1238748, 145.242637]",4,2,2,House,Ray White Cheltenham,3977,322,"{'distance': 4645.3, 'duration': 441.6}","{'distance': 4892.0, 'duration': 470.7}"
13047,40 Josephine Avenue Cranbourne North VIC 3977,450.0,"[-38.0814149, 145.2911538]",3,2,2,House,Ray White Cranbourne,3977,297,"{'distance': 1001.7, 'duration': 116.4}","{'distance': 4641.0, 'duration': 467.1}"
13048,53 Lurline Street Cranbourne VIC 3977,390.0,"[-38.1067496, 145.2755941]",2,2,1,House,Ray White Cranbourne,3977,269,"{'distance': 470.2, 'duration': 81.4}","{'distance': 1662.8, 'duration': 209.7}"
13049,17 Metallic Way Cranbourne South VIC 3977,490.0,"[-38.1242937, 145.2444139]",4,2,1,House,Casey Estate Agents,3977,316,"{'distance': 4779.7, 'duration': 459.8}","{'distance': 5026.3, 'duration': 489.0}"
13050,6 Lonsdale Crescent Cranbourne North VIC 3977,430.0,"[-38.0805345, 145.2683317]",3,1,2,House,Ray White Berwick,3977,343,"{'distance': 1263.0, 'duration': 121.0}","{'distance': 1563.5, 'duration': 147.0}"
13051,34 Collison Road Cranbourne East VIC 3977,850.0,"[-38.1072312, 145.3148243]",6,3,4,House,Ray White Cranbourne,3977,190,"{'distance': 1078.6, 'duration': 198.3}","{'distance': 1638.3, 'duration': 239.5}"
13052,48 McCormicks Road Skye VIC 3977,800.0,"[-38.1127667, 145.1959112]",5,4,6,House,Area Specialist Casey,3977,313,"{'distance': 1212.5, 'duration': 188.3}","{'distance': 2126.7, 'duration': 186.2}"
13053,18 Olive Road Devon Meadows VIC 3977,800.0,"[-38.1652368, 145.2974811]",3,1,4,House,OBrien Real Estate Cranbourne,3977,200,"{'distance': 858.1, 'duration': 93.1}","{'distance': 3648.9, 'duration': 308.6}"
13054,25 Clairmont Avenue Cranbourne VIC 3977,450.0,"[-38.0927054, 145.2760175]",3,1,2,House,OBrien Real Estate Cranbourne,3977,293,"{'distance': 923.8, 'duration': 73.9}","{'distance': 2437.2, 'duration': 212.5}"
13055,15 Platypus Rise Botanic Ridge VIC 3977,610.0,"[-38.1439554, 145.2899661]",4,2,2,House,Harcourts Cranbourne,3977,212,"{'distance': 859.1, 'duration': 151.8}","{'distance': 3171.9, 'duration': 254.6}"
13056,22 Queenie Way Cranbourne West VIC 3977,450.0,"[-38.1012758, 145.249638]",3,2,1,House,OBrien Real Estate Cranbourne,3977,334,"{'distance': 2598.0, 'duration': 232.5}","{'distance': 1075.2, 'duration': 133.8}"
13057,10 Diplomat Crescent Cranbourne South VIC 3977,475.0,"[-38.1240379, 145.2422124]",4,2,1,House,Casey Estate Agents,3977,322,"{'distance': 4549.1, 'duration': 418.5}","{'distance': 4795.7, 'duration': 447.6}"
